OTU ID	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
New.CleanUp.ReferenceOTU1109649	Phoma_herbarum|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Phoma;s__Phoma_herbarum	Phoma	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Dung Saprotroph-Lichen Parasite-Litter Saprotroph-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	Richardson MJ. 1972. Transactions of the British Mycological Society 58:37-48; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; de Gruyter J, et al. 2010. Mycologia. 102:1066-1081; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074
New.CleanUp.ReferenceOTU1110734	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU111167	Pythium_violae|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium violae;s__Pythium_violae	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU111532	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU1118162	Penicillium_sp_KCTC16066|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Eurotiomycetes;g__Eurotiales;s__Penicillium_sp_KCTC16066	Eurotiales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU1118336	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU1118377	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU1120175	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU1122887	Sterigmatomyces_halophilus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricostilbaceae;g__Sterigmatomyces;s__Sterigmatomyces_halophilus	Agaricostilbaceae	9	Saprotroph	Undefined Saprotroph	NULL	NULL	Possible	Probably saprobic, usually associated with dead palm tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU1125874	Asteromassaria_olivaceohirta|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pleomassariaceae;g__Asteromassaria;s__Asteromassaria_olivaceohirta	Pleomassariaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Plant Saprotroph	Microfungus	NULL	Probable	Saprobic or necrotrophic on wood, bark and herbaceous material (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU1128651	Hyphodontia_crustosa|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tubulicrinaceae;g__Hyphodontia;s__Hyphodontia_crustosa	Hyphodontia	13	Saprotroph	Undefined Saprotroph	Corticioid	White Rot	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU1129727	Cleistocybe_vernalis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Cleistocybe;s__Cleistocybe_vernalis	Cleistocybe	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Probable	NULL	Ammirati JF, et al. 2007. Mycoscience 48:282-289 (https://doi.org/10.1007/S10267-007-0365-5)
New.CleanUp.ReferenceOTU1132494	Griseoporia_carbonaria|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Gloeophyllaceae;g__Gloeophyllum;s__Griseoporia_carbonaria	Gloeophyllum	13	Saprotroph	Wood Saprotroph	Polyporoid	Brown Rot	Highly Probable	NULL	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo
New.CleanUp.ReferenceOTU1132949	Cryptococcus_amylolentus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_amylolentus	Cryptococcus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph	Yeast	NULL	Possible	NULL	Andrews JH, et al. 1983. Phytopathology 73:228-234; Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
New.CleanUp.ReferenceOTU1135541	Piskurozyma_capsuligena|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Filobasidiaceae;g__Filobasidium;s__Piskurozyma_capsuligena	Filobasidium	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Highly Probable	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
New.CleanUp.ReferenceOTU1135658	Myriospora_smaragdula|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Acarosporaceae;g__Acarospora;s__Myriospora_smaragdula	Myriospora	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
New.CleanUp.ReferenceOTU1138260	Apiotrichum_vadense|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Trichosporonaceae;g__Trichosporon;s__Apiotrichum_vadense	Trichosporon	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337; http://www.cdc.gov
New.CleanUp.ReferenceOTU1138607	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU1138629	Pythium_violae|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium violae;s__Pythium_violae	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU113863	Apiotrichum_scarabaeorum|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Trichosporonaceae;g__Trichosporon;s__Apiotrichum_scarabaeorum	Trichosporon	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337; http://www.cdc.gov
New.CleanUp.ReferenceOTU1141818	Cryptococcus_amylolentus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_amylolentus	Cryptococcus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph	Yeast	NULL	Possible	NULL	Andrews JH, et al. 1983. Phytopathology 73:228-234; Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
New.CleanUp.ReferenceOTU1142461	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Zoopagaceae;g__Zoophagus;s__uncultured_eukaryote	Zoophagus	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU1142502	Phoma|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Dothideomycetes;g__Pleosporales;s__Phoma	Phoma	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Dung Saprotroph-Lichen Parasite-Litter Saprotroph-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	Richardson MJ. 1972. Transactions of the British Mycological Society 58:37-48; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; de Gruyter J, et al. 2010. Mycologia. 102:1066-1081; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074
New.CleanUp.ReferenceOTU1142894	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU1155710	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU1157584	Amanita_jacksonii_TRTC168611|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Amanitaceae;g__Amanita;s__Amanita_jacksonii_TRTC168611	Amanita	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
New.CleanUp.ReferenceOTU115877	Pythium_violae|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium violae;s__Pythium_violae	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU115907	Nectria_cinnabarina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Nectriaceae;g__Nectria;s__Nectria_cinnabarina	Nectria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Possible	NULL	Hirooka Y, et al. 2012. Studies in Mycology 71:1-210; Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU1162210	Tapinella_atrotomentosa|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tapinellaceae;g__Tapinella;s__Tapinella_atrotomentosa	Tapinella	13	Saprotroph	Wood Saprotroph	NULL	Brown Rot	Probable	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU1162471	Peziza_polaripapulata|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pezizaceae;g__Peziza;s__Peziza_polaripapulata	Peziza	13	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Pezizoid	NULL	Possible	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (pro parte)
New.CleanUp.ReferenceOTU1162709	Olpidium_brassicae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Olpidiaceae;g__Olpidium;s__Olpidium_brassicae	Olpidiaceae	9	Pathotroph	Animal Parasite-Fungal Parasite	NULL	NULL	Probable	Parasitic on algae, fungi, mosses, pollen grains and vegetative tissues of flowering and crop plants	Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology: Basic Concepts, New India Publishing, New Delhi
New.CleanUp.ReferenceOTU11632	Glomus_sp_NBR_PP1|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Glomeraceae;g__Glomus;s__Glomus_sp_NBR_PP1	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531
New.CleanUp.ReferenceOTU1167214	Nia_vibrissa|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Niaceae;g__Nia;s__Nia_vibrissa	Nia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU1167944	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU1169536	Pythium_aristosporum|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium aristosporum;s__Pythium_aristosporum	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU1172095	Cladophialophora_sp_CBS_98596|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Eurotiomycetes;g__Chaetothyriales;s__Cladophialophora_sp_CBS_98596	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Probable	NULL	James TY, et al. 2006. Nature 443:818-822
New.CleanUp.ReferenceOTU1172270	Mycocalia_denudata|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricaceae;g__Mycocalia;s__Mycocalia_denudata	Mycocalia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU117535	Holwaya_mucida_subsp_nipponica|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Leotiomycetes;g__Helotiales;s__Holwaya_mucida_subsp_nipponica	Holwaya	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU1176893	Helicobasidium_purpureum|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Helicobasidiaceae;g__Helicobasidium;s__Helicobasidium_purpureum	Helicobasidium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU117919	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU1185511	Schizophyllum_radiatum|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Schizophyllaceae;g__Schizophyllum;s__Schizophyllum_radiatum	Schizophyllum	13	Saprotroph	Wood Saprotroph	NULL	White Rot	Highly Probable	NULL	Ahmada SS, Miles PG. 1970. Genetical Research 15:19-28
New.CleanUp.ReferenceOTU1186766	Cryptococcus_amylolentus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_amylolentus	Cryptococcus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph	Yeast	NULL	Possible	NULL	Andrews JH, et al. 1983. Phytopathology 73:228-234; Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
New.CleanUp.ReferenceOTU1188816	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU1189502	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU1191687	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU119676	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU1198783	Sowerbyella_imperialis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pyronemataceae;g__Sowerbyella;s__Sowerbyella_imperialis	Sowerbyella	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263
New.CleanUp.ReferenceOTU1200101	Aphanoascus_terreus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Onygenaceae;g__Aphanoascus;s__Aphanoascus_terreus	Onygenaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph	Microfungus	NULL	Probable	Generally saprobic and keratinophilic, in soil or coprophilous, occasionally found on hair or horn (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU1200706	Rhizophydium_patellarium|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiaceae;g__Rhizophydium;s__Rhizophydium_patellarium	Rhizophydium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU1201502	Calcarisporiella_sp_NBRC_105922|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Calcarisporiella;s__Calcarisporiella_sp_NBRC_105922	Calcarisporiella	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	De Hoog GS. 1974. Studies in Mycology 7:1-84
